name,category
dog.2112.jpg,1
dog.5982.jpg,1
cat.11401.jpg,0
dog.11474.jpg,1
cat.3587.jpg,0
dog.5753.jpg,1
cat.9142.jpg,0
cat.398.jpg,0
dog.4638.jpg,1
cat.7817.jpg,0
dog.11344.jpg,1
dog.1221.jpg,1
dog.5226.jpg,1
cat.5790.jpg,0
cat.8666.jpg,0
cat.7280.jpg,0
dog.8132.jpg,1
cat.9139.jpg,0
cat.8473.jpg,0
cat.10026.jpg,0
dog.9584.jpg,1
dog.8879.jpg,1
dog.8097.jpg,1
dog.5372.jpg,1
cat.6949.jpg,0
dog.604.jpg,1
dog.4052.jpg,1
cat.6908.jpg,0
dog.1661.jpg,1
cat.9691.jpg,0
cat.8003.jpg,0
cat.5578.jpg,0
dog.3083.jpg,1
cat.10241.jpg,0
cat.8275.jpg,0
dog.3095.jpg,1
cat.318.jpg,0
dog.6958.jpg,1
cat.3709.jpg,0
cat.615.jpg,0
cat.12298.jpg,0
cat.2892.jpg,0
cat.12087.jpg,0
cat.475.jpg,0
dog.2117.jpg,1
cat.8155.jpg,0
cat.9964.jpg,0
cat.455.jpg,0
dog.3035.jpg,1
dog.5895.jpg,1
dog.3441.jpg,1
cat.9770.jpg,0
cat.743.jpg,0
dog.7255.jpg,1
dog.8185.jpg,1
cat.3851.jpg,0
cat.10622.jpg,0
cat.9640.jpg,0
dog.97.jpg,1
cat.5235.jpg,0
dog.6519.jpg,1
dog.8781.jpg,1
cat.3104.jpg,0
dog.10016.jpg,1
cat.8306.jpg,0
cat.539.jpg,0
dog.12156.jpg,1
dog.929.jpg,1
dog.1009.jpg,1
cat.7623.jpg,0
cat.3757.jpg,0
dog.10895.jpg,1
cat.5623.jpg,0
cat.40.jpg,0
dog.3663.jpg,1
cat.5580.jpg,0
cat.5524.jpg,0
dog.4876.jpg,1
dog.2235.jpg,1
dog.9842.jpg,1
dog.6981.jpg,1
cat.3370.jpg,0
cat.1688.jpg,0
cat.8162.jpg,0
cat.12314.jpg,0
cat.3998.jpg,0
cat.6254.jpg,0
cat.1605.jpg,0
dog.7140.jpg,1
dog.2484.jpg,1
cat.11497.jpg,0
dog.12033.jpg,1
dog.12007.jpg,1
cat.2070.jpg,0
dog.11848.jpg,1
dog.11674.jpg,1
dog.11390.jpg,1
cat.2582.jpg,0
dog.3836.jpg,1
cat.10921.jpg,0
cat.1830.jpg,0
dog.9137.jpg,1
cat.8243.jpg,0
cat.2717.jpg,0
cat.10395.jpg,0
dog.6495.jpg,1
cat.2022.jpg,0
cat.4890.jpg,0
dog.1685.jpg,1
cat.7494.jpg,0
cat.1903.jpg,0
cat.1070.jpg,0
cat.3321.jpg,0
cat.8585.jpg,0
cat.3927.jpg,0
dog.5952.jpg,1
cat.1343.jpg,0
cat.3458.jpg,0
cat.1706.jpg,0
cat.9207.jpg,0
cat.4177.jpg,0
cat.4042.jpg,0
cat.4891.jpg,0
cat.1937.jpg,0
dog.2272.jpg,1
cat.1654.jpg,0
cat.6108.jpg,0
dog.4556.jpg,1
dog.11213.jpg,1
cat.11631.jpg,0
cat.8181.jpg,0
cat.3563.jpg,0
cat.4221.jpg,0
dog.7213.jpg,1
cat.3005.jpg,0
dog.9858.jpg,1
dog.3325.jpg,1
cat.9227.jpg,0
cat.9954.jpg,0
cat.8433.jpg,0
cat.3552.jpg,0
dog.4927.jpg,1
cat.10570.jpg,0
dog.1767.jpg,1
dog.888.jpg,1
dog.10192.jpg,1
cat.2278.jpg,0
cat.4038.jpg,0
cat.4441.jpg,0
cat.3241.jpg,0
cat.3057.jpg,0
dog.6207.jpg,1
cat.12400.jpg,0
cat.7352.jpg,0
cat.2305.jpg,0
cat.12354.jpg,0
cat.767.jpg,0
dog.6641.jpg,1
cat.11987.jpg,0
dog.3383.jpg,1
cat.4749.jpg,0
cat.10314.jpg,0
dog.10390.jpg,1
dog.1748.jpg,1
dog.10208.jpg,1
dog.11445.jpg,1
cat.11613.jpg,0
dog.5787.jpg,1
dog.9462.jpg,1
dog.1549.jpg,1
cat.7074.jpg,0
cat.6730.jpg,0
cat.11252.jpg,0
dog.5324.jpg,1
dog.7553.jpg,1
dog.2081.jpg,1
cat.12296.jpg,0
dog.6779.jpg,1
cat.10178.jpg,0
cat.9856.jpg,0
dog.7767.jpg,1
cat.12207.jpg,0
dog.3342.jpg,1
cat.6641.jpg,0
cat.8466.jpg,0
cat.6166.jpg,0
dog.10238.jpg,1
cat.11920.jpg,0
dog.2163.jpg,1
dog.9267.jpg,1
dog.10636.jpg,1
dog.1090.jpg,1
dog.9220.jpg,1
dog.8313.jpg,1
cat.1308.jpg,0
dog.4358.jpg,1
cat.11752.jpg,0
dog.8833.jpg,1
dog.4219.jpg,1
dog.10865.jpg,1
dog.2058.jpg,1
cat.6627.jpg,0
cat.5560.jpg,0
cat.2302.jpg,0
dog.3606.jpg,1
cat.7249.jpg,0
cat.155.jpg,0
cat.3263.jpg,0
cat.5913.jpg,0
cat.9899.jpg,0
cat.7322.jpg,0
cat.3348.jpg,0
cat.5993.jpg,0
cat.2629.jpg,0
dog.5173.jpg,1
cat.11736.jpg,0
cat.4516.jpg,0
cat.6647.jpg,0
cat.1919.jpg,0
cat.2226.jpg,0
cat.7680.jpg,0
dog.3367.jpg,1
cat.2210.jpg,0
cat.5467.jpg,0
dog.3498.jpg,1
dog.6257.jpg,1
dog.6950.jpg,1
cat.622.jpg,0
cat.2945.jpg,0
dog.5791.jpg,1
dog.1897.jpg,1
cat.1749.jpg,0
cat.8911.jpg,0
dog.12133.jpg,1
cat.4555.jpg,0
dog.7219.jpg,1
cat.6618.jpg,0
cat.11729.jpg,0
dog.9287.jpg,1
cat.8356.jpg,0
dog.9555.jpg,1
cat.9073.jpg,0
dog.11319.jpg,1
dog.4565.jpg,1
